1,1,1,0
2,1,2,0
3,1,3,0
4,1,4,0
5,1,5,0
6,1,6,0
7,1,7,0
8,1,8,0
9,1,9,0
10,1,10,0
11,1,11,0
12,1,12,0
13,1,13,0
14,1,14,0
15,1,15,0
16,1,16,0
17,1,17,0
18,1,18,0
19,1,19,0
20,1,20,0
21,1,21,0
22,1,22,0
23,1,23,0
24,1,24,0
25,1,25,0
26,1,26,0
27,1,27,0
28,1,28,0
29,1,29,0
30,1,30,0
31,1,31,0
32,2,1,0
33,2,2,0
34,2,3,0
35,2,4,0
36,2,5,0
37,2,6,0
38,2,7,0
39,2,8,0
40,2,9,0
41,2,10,0
42,2,11,0
43,2,12,0
44,2,13,0
45,2,14,0
46,2,15,0
47,2,16,0
48,2,17,0
49,2,18,0
50,2,19,0
51,2,20,0
52,2,21,0
53,2,22,0
54,2,23,0
55,2,24,0
56,2,25,0
57,2,26,0
58,2,27,0
59,2,28,0
60,2,29,0
61,3,1,0
62,3,2,0
63,3,3,0
64,3,4,0
65,3,5,0
66,3,6,0
67,3,7,0
68,3,8,0
69,3,9,0
70,3,10,0
71,3,11,0
72,3,12,0
73,3,13,0
74,3,14,0
75,3,15,0
76,3,16,0
77,3,17,0
78,3,18,0
79,3,19,0
80,3,20,0
81,3,21,0
82,3,22,0
83,3,23,0
84,3,24,0
85,3,25,0
86,3,26,0
87,3,27,0
88,3,28,0
89,3,29,0
90,3,30,0
91,3,31,0
92,4,1,0
93,4,2,0
94,4,3,0
95,4,4,0
96,4,5,0
97,4,6,0
98,4,7,0
99,4,8,0
100,4,9,0
101,4,10,0
102,4,11,0
103,4,12,0
104,4,13,0
105,4,14,0
106,4,15,0
107,4,16,0
108,4,17,0
109,4,18,0
110,4,19,0
111,4,20,0
112,4,21,0
113,4,22,0
114,4,23,0
115,4,24,0
116,4,25,0
117,4,26,0
118,4,27,0
119,4,28,0
120,4,29,0
121,4,30,0
122,5,1,0
123,5,2,0
124,5,3,0
125,5,4,0
126,5,5,0
127,5,6,0
128,5,7,0
129,5,8,0
130,5,9,0
131,5,10,0
132,5,11,0
133,5,12,0
134,5,13,0
135,5,14,0
136,5,15,0
137,5,16,0
138,5,17,0
139,5,18,0
140,5,19,0
141,5,20,0
142,5,21,0
143,5,22,0
144,5,23,0
145,5,24,0
146,5,25,0
147,5,26,0
148,5,27,0
149,5,28,0
150,5,29,0
151,5,30,0
152,5,31,0
153,6,1,0
154,6,2,0
155,6,3,0
156,6,4,0
157,6,5,0
158,6,6,0
159,6,7,0
160,6,8,0
161,6,9,0
162,6,10,0
163,6,11,0
164,6,12,0
165,6,13,0
166,6,14,0
167,6,15,0
168,6,16,0
169,6,17,0
170,6,18,0
171,6,19,0
172,6,20,0
173,6,21,0
174,6,22,0
175,6,23,0
176,6,24,0
177,6,25,0
178,6,26,0
179,6,27,0
180,6,28,0
181,6,29,0
182,6,30,0
183,6,31,0
184,7,1,0
185,7,2,0
186,7,3,0
187,7,4,0
188,7,5,0
189,7,6,0
190,7,7,0
191,7,8,0
192,7,9,0
193,7,10,0
194,7,11,0
195,7,12,0
196,7,13,0
197,7,14,0
198,7,15,0
199,7,16,0
200,7,17,0
201,7,18,0
202,7,19,0
203,7,20,0
204,7,21,0
205,7,22,0
206,7,23,0
207,7,24,0
208,7,25,0
209,7,26,0
210,7,27,0
211,7,28,0
212,7,29,0
213,7,30,0
214,7,31,0
215,8,1,0
216,8,2,0
217,8,3,0
218,8,4,0
219,8,5,0
220,8,6,0
221,8,7,0
222,8,8,0
223,8,9,0
224,8,10,0
225,8,11,0
226,8,12,0
227,8,13,0
228,8,14,0
229,8,15,0
230,8,16,0
231,8,17,0
232,8,18,0
233,8,19,0
234,8,20,0
235,8,21,0
236,8,22,0
237,8,23,0
238,8,24,0
239,8,25,0
240,8,26,0
241,8,27,0
242,8,28,0
243,8,29,0
244,8,30,0
245,8,31,0
246,9,1,0
247,9,2,0
248,9,3,0
249,9,4,0
250,9,5,0
251,9,6,0
252,9,7,0
253,9,8,0
254,9,9,0
255,9,10,0
256,9,11,0
257,9,12,0
258,9,13,0
259,9,14,0
260,9,15,0
261,9,16,0
262,9,17,0
263,9,18,0
264,9,19,0
265,9,20,0
266,9,21,0
267,9,22,0
268,9,23,0
269,9,24,0
270,9,25,0
271,9,26,0
272,9,27,0
273,9,28,0
274,9,29,0
275,9,30,0
276,10,1,0
277,10,2,0
278,10,3,0
279,10,4,0
280,10,5,0
281,10,6,0
282,10,7,0
283,10,8,0
284,10,9,0
285,10,10,0
286,10,11,0
287,10,12,0
288,10,13,0
289,10,14,0
290,10,15,0
291,10,16,0
292,10,17,0
293,10,18,0
294,10,19,0
295,10,20,0
296,10,21,0
297,10,22,0
298,10,23,0
299,10,24,0
300,10,25,0
301,10,26,0
302,10,27,0
303,10,28,0
304,10,29,0
305,10,30,0
306,10,31,0
307,11,1,0
308,11,2,0
309,11,3,0
310,11,4,0
311,11,5,0
312,11,6,0
313,11,7,0
314,11,8,0
315,11,9,0
316,11,10,0
317,11,11,0
318,11,12,0
319,11,13,0
320,11,14,0
321,11,15,0
322,11,16,0
323,11,17,0
324,11,18,0
325,11,19,0
326,11,20,0
327,11,21,0
328,11,22,0
329,11,23,0
330,11,24,0
331,11,25,0
332,11,26,0
333,11,27,0
334,11,28,0
335,11,29,0
336,11,30,0
337,12,1,0
338,12,2,0
339,12,3,0
340,12,4,0
341,12,5,0
342,12,6,0
343,12,7,0
344,12,8,0
345,12,9,0
346,12,10,0
347,12,11,0
348,12,12,0
349,12,13,0
350,12,14,0
351,12,15,0
352,12,16,0
353,12,17,0
354,12,18,0
355,12,19,0
356,12,20,0
357,12,21,0
358,12,22,0
359,12,23,0
360,12,24,0
361,12,25,0
362,12,26,0
363,12,27,0
364,12,28,0
365,12,29,0
366,12,30,0
367,12,31,0
